Name	Annotation1	Annotation2	Annotation3	Annotation4	Comment	Annotation5	ReqLevel
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
Hard Shell					Shell as hard as armor		1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
Ancient Copper Coin					Coin from an ancient civilization containing a special power		1
Green Stained Bronze					W a part of armor that has a rotten smell		1
Ancient Coin					Coin used in an ancient civilization		1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
Wand of King Nam					Cobra shaped wand that has the power to control weather		1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
Magic Flute					Magical flute with a wondrous power. Very special compared to a common flute		1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
							1
Spirit Crystal Ball					A brilliant sphere which has a faint spiritual power		1
Wounded Eye					Grotesque eye of terror		1
Tatarus Fire Sphere					Dimly lit sphere		1
Purified Crystalline					Radiant green crystalline		1
Resurrection Crystal					Dazzling green crystalline		1
